ID,Cluster by embedding(STORY),Each StoryCluster LDA,TITLE,STORY,Each Story LDA,ENDING_SPEECH,Each Ending LDA,Cluster by embedding(ending_speech),Each EndingCluster LDA,ENDING_SPEAKER,MORAL1,MORAL2,Each Moral2 LDA,Cluster by embedding(MORAL2),Each Moral2Cluster LDA,NOTE BY GIBBS
452,2,3,THE LIZARD AND THE SNAKE,"A lizard happened to be looking the other way when a snake grabbed her from behind. The snake then opened his gaping maw to swallow the lizard but the lizard grabbed a little twig that was lying near by and blocked the snake's greedy mouth with this clever obstacle, holding the twig turned firmly sideways between her teeth. The snake thus failed to capture his quarry and the lizard got away.",0,none,none,none,,none,none,none,none,none,,"There is a promythium appended to the fable in Perotti's Appendix: 'Where the skin of the lion doesn't fit, one must wear the fox's habit; in other words, where force is not enough, cleverness must be used instead.' This saying was proverbial in Greek (e.g., Plutarch, Life of Lysander 7)."
453,2,3,THE CROW AND THE WATER JAR,"A thirsty crow noticed a huge jar and saw that at the very bottom there was a little bit of water. For a long time the crow tried to spill the water out so that it would run over the ground and allow her to satisfy her tremendous thirst. After exerting herself for some time in vain, the crow grew frustrated and applied all her cunning with unexpected ingenuity: as she tossed little stones into the jar, the water rose of its own accord until she was able to take a drink.",3,none,none,none,,none,none,"This fable shows us that thoughtfulness is superior to brute strength, 
        since this is the way that the crow was able to carry her task to its 
        conclusion.",3,3,0,"This story is found in several compendia of ancient natural history writers (e.g., Aelian, Characteristics of Animals 2.48)."
454,2,3,THE TWO ROOSTERS AND THE EAGLE,"Two roosters were fighting with one another. The loser hid himself away in a corner, while the rooster who had won the battle flew up on top of the house and flapped his wings, crowing about his victory. An eagle then swooped down and carried the rooster away.",2,none,none,none,,none,none,"This fable shows that you should not boast foolishly or become conceited 
        if you happen to enjoy a moment of success.",6,4,,
455,2,3,THE MICE AND THE WEASELS,"War had broken out between the mice and the weasels. The mice were inferior in strength and when they realized that their utter weakness and cowardice put them at a disadvantage, they elected satraps and generals who could be their leaders in war. The satraps wanted to be more remarkable and conspicuous than the other mice, so they put horns on the tops of their heads. Then the weasels attacked the mice once again and routed them completely. The other mice were able to scamper quickly and easily into the mouse holes which had been prepared for their concealment. The commanders, however, despite being the first to reach the holes in the retreat, were unable to get inside because of the horns on their heads. The weasels were thus able to seize the mouse generals and consign them to death.",4,none,none,none,,none,none,"This fable shows that generals who offer encouragement to their soldiers 
        without seeking divine assistance for the coming battle can provoke a 
        disaster.",0,1,,"This must have been a popular fable, as the version in Phaedrus 4.6 remarks that the story was often 'painted in pubs.' For a similar story about the hare who wanted stag's horns, see Fable 511."
456,2,3,THE HALCYON AND THE SEA,"The halcyon is a bird who is fond of deserted places and who always lives on the sea. They say that she makes her nest on the rocky cliffs of the coast in order to protect herself from human hunters. So when a certain halcyon was about to lay her eggs, she went to a promontory and found a rock jutting out towards the sea and decided to make her nest there. But when she went to look for food, it happened that the sea swelled under the blustering wind and reached as high as the halcyon's home and flooded the nest, killing her chicks. When the halcyon returned and saw what had happened, she said, 'What a fool I was to have protected myself against a plot hatched on the land by taking refuge here on the sea, when it is the sea that has utterly betrayed me!'",0,"What a fool I was to have protected myself against a plot hatched on the land by taking refuge here on the sea, when it is the sea that has utterly betrayed me!",5,1,2,halcyon,none,"There are people who do the same thing: while defending themselves 
        against their enemies, they unwittingly fall prey to friends who turn 
        out to be far more dangerous.",3,2,,
457,2,3,THE HUNTERS AND THE DEER WITH ONE EYE,"There was a deer who had lost an eye, so she lived on the shore, keeping her good eye towards the land, looking for hunters. Meanwhile, she turned her blind eye towards the sea, since she did not expect any danger from that direction. Then some men came sailing by, took aim, and shot the deer. The deer bewailed her fate, since she had been afraid of something that didn't affect her at all, while she was undone by something she didn't even think was dangerous.",2,none,none,none,,none,none,"The fable shows that the things we think are harmful turn out to be 
        helpful, and the things we think are helpful turn out harmful.",1,4,,
458,2,3,THE RUNAWAY SLAVE IN THE MILL,"A man finally caught sight of his runaway slave and started chasing him. The slave ran straight into the mill and his master said, 'Where better could I have hoped to have found you!'",1,Where better could I have hoped to have found you!,3,5,4,master,none,none,none,none,,"Slaves were regularly punished by being sent to turn the millstones together with the draught animals (compare Plautus, Persa 22, when one of the slaves is boasting about his punishment: 'I've moved up the chain, so to speak, of command: they've made me chief whipping-boy at the mill!')."
459,2,3,THE DEER AND THE LION,"A deer was running away from some hunters and found herself at a cave which was the home of a lion. The deer went inside, thinking that she could hide there, but the lion attacked her. As she was being mauled to death by the lion, the deer said to herself, 'What a fool I was! By running away from the men, I handed myself over to this wild beast!'",2,"What a fool I was! By running away from the men, I handed myself over to this wild beast!",3,4,3,deer,none,"The same is true of human beings: fearing a lesser danger, they throw 
        themselves into even worse disaster.",8,2,,
460,2,3,THE RAVEN AND THE SNAKE,"A raven who was looking for food noticed a snake stretched out asleep in the sun. The raven jumped on the snake and grabbed it, but the snake then twisted back around and bit him. As he was dying, the raven said, 'What a fool I was! The windfall I found has turned out to be fatal!'",3,What a fool I was! The windfall I found has turned out to be fatal!,5,1,2,raven,none,"This fable can be applied to a man who finds a treasure that puts his 
        life in jeopardy.",10,3,0,"For a very similar fable but with a different moral interpretation, see Fable 143."
461,2,3,THE HUNTER AND THE FISHERMAN,"A hunter was coming down from the mountain after the hunt while a fisherman was walking along with a basket full of fish and the two men crossed paths. The hunter preferred to have fish fresh from the sea, while the fisherman preferred wild game caught in the fields so they exchanged the things that they were carrying. From then on they always traded their catch so that they could both enjoy more appetizing dinners. Eventually someone gave them this advice: 'Be careful, because too much familiarity will eventually spoil the goodness of these things, so that each of you will long to have what was originally yours.'",6,"Be careful, because too much familiarity will eventually spoil the goodness of these things, so that each of you will long to have what was originally yours",11,0,4,someone,none,none,none,none,,
462,2,3,MERCURY AND THE TWO WOMEN,"Mercury was once the guest of two women who treated him in a cheap and tawdry manner. One of these women was the mother of an infant still in his cradle, while the other woman was a prostitute. In order to return the women's hospitality as they deserved, Mercury paused on the threshold of their door as he was leaving and said, 'You are gazing upon a god: I am prepared to give you right now whatever it is you want.' The mother beseeched the god to allow her to see her son with a beard as soon as possible, while the prostitute wanted the power to attract anything she touched. Mercury flew away and the women went back inside, where they found the baby with a beard, wailing and screaming. This made the prostitute laugh so hard that her nose filled with snot (as sometimes happens), but when she touched her hand to her nose, the nose followed her hand until it reached all the way down to the floor. In this way the woman who had laughed at someone else ended up being laughed at herself.",4,You are gazing upon a god: I am prepared to give you right now whatever it is you want,1,0,4,Mercury,none,none,none,none,,There is a promythium appended to the fable in Perotti's Appendix: 'Do not ask for more than you deserve.'
463,2,3,THE MAN AND THE TREE WITHOUT FRUIT,"A farmer had a tree on his land that did not yield any sort of fruit whatsoever. Instead, it was a home to the sparrows and the cicadas who chirped and sang. The farmer, however, thought that the tree was useless and decided he would cut it down. He grabbed an axe and prepared to start chopping, but the cicadas and the sparrows all began to wail, shouting these words at the man, 'Listen to us, O master of the tree: we implore you to be more generous. Please do not cut down this reverend dwelling! If indeed you are resolved to do such a thing, what benefit can you possibly hope for?' The man felt no pity for the creatures and showed them no mercy as he struck the tree three times with the axe's blade. But no sooner had the man made a crack in the tree when he found there a hive of bees and honey. He took a taste and immediately dropped his axe, vowing to cherish this tree even more than his fruit-bearing trees.",0,"Listen to us, O master of the tree: we implore you to be more generous. Please do not cut down this reverend dwelling! If indeed you are resolved to do such a thing, what benefit can you possibly hope for?",2,0,4,cicadas and sparrows,none,none,none,none,,
464,2,3,THE STATUE OF HERMES AND THE TREASURE,"There was a craftsman who had a wooden statue of Hermes. Every day he poured libations and made sacrifices to it, but he still wasn't able to earn a living. The man got angry at the god so he grabbed the statue by the leg and threw it down on the ground. The head of the statue shattered and gold coins came pouring out from inside it. As he gathered the gold, the man remarked, 'Hermes, you are an unlucky god, since you take no thought for your friends. You didn't do me any good when I was treating you with devotion, but now that I have wronged you, you give me this immense reward. I do not understand this strange kind of cult!'",6,"Hermes, you are an unlucky god, since you take no thought for your friends. You didn't do me any good when I was treating you with devotion, but now that I have wronged you, you give me this immense reward. I do not understand this strange kind of cult!",2,0,4,craftsman,none,none,none,none,,"An epimythium probably added by a later editor reads: 'Aesop even involves the gods in his stories, urging us to chastise one another: if you honour a wicked man, you will have nothing to show for it, but by shaming him you will make a profit.' Hermes was the god of craftsmen and merchants; for another fable about Hermes as a god who bestows wealth, see Fable 561."
465,2,3,THE CYCLOPS AND HIS TREASURE,"There was a man who was prudent in his prosperity, although he was somewhat too proud of himself. He enjoyed a comfortable life, together with his children, but after a while he lost all his money. Suffering from spiritual distress (which is only natural in such circumstances), the man uttered blasphemies and even felt compelled to commit suicide, because he would rather die than live in such wretched circumstances. Accordingly, he took his sword and set out to find a deserted place. On his way, he came across a deep pit in which he found some gold -- and a great sum of gold it was! The gold had been left there by a Cyclops, which is a kind of giant. When this god-fearing man noticed the gold, he was overwhelmed at first by both terror and delight. He then cast aside his sword, took up the gold, and went back home to his children, filled with joy. Later, the Cyclops came back to the pit. When he did not find his gold there, but saw instead a sword lying in its place, he immediately picked up the sword and killed himself.",0,none,none,none,,none,none,"The story shows that bad things naturally happen to bad people, while 
        good things lie in wait for people who are honest and reasonable.",3,0,,"In classical Greek mythology, the Cyclops is an anti-social giant who lives in caves; this story's representation of a Cyclops guarding buried treasure appears to be unprecedented, although it may be connected with legends about their building walls and fortifications, as well as their associations with the underworld (e.g., Vergil, Aeneid 6.630)."
466,2,3,"THE FATHER, THE SON AND THE LION","There was a timid old man who had an only child, a son, who was generally high-spirited and who wanted to go hunting. In a dream the father saw his son lying dead, killed by a lion. Afraid that this might really happen and that the dream might actually come true, he built a house for the men of the family, and it was an extremely beautiful house, with high ceilings and sturdy walls and full of sunlight. He then enclosed his son inside this house, locked away under guard. To keep his son from becoming sad, he had the walls decorated with pictures of various animals, and among all these animals there was a painted lion. Staring at the lion, the boy felt even more sad, and he eventually approached the lion and said, 'O you wicked animal, because you showed that lying dream to my father's eyes you are able to keep me prisoner here, watched by guards as if I were a woman. But why do I attack you only with words, and not with an act of violence as well?' The boy then dashed his hands against the lion, intending to scratch its eyes out, but instead a sliver of wood came off and stabbed him under his fingernail. This soon brought about a burning inflammation of the flesh, and although the desperate father did everything he could, it was all to no avail. The infection spread until it reached the boy's groin, and thus brought his life to an end. The old man was unable to save his child, who had been destined to die because of a lion who was not even alive.",3,"O you wicked animal, because you showed that lying dream to my father's eyes you are able to keep me prisoner here, watched by guards as if I were a woman. But why do I attack you only with words, and not with an act of violence as well?",5,1,2,son,none,"You must bravely endure the things that are prepared for you, not trying 
        to outwit what lies ahead. You will not be able to escape that which must 
        be.",5,individual,,"For a fable which explains the difference between true and false dreams, see Fable 529."
467,2,3,"THE MOTHER, THE CHILD AND THE CROW","The mother of a small baby consulted a soothsayer who told her that her child would be killed by a crow. Terrified, the mother ordered that a large chest be built and she shut her baby inside, protecting him so that no crow could harm him. She continued in this way, opening the chest at regular intervals in order to give the baby the food that he needed. Then one day, after she had opened the chest and was using an iron bar to prop up the lid, the child recklessly stuck his head out. At that moment, the iron bar -- it was a crow bar -- fell down on top of the boy's head and killed him.",5,none,none,none,,none,none,none,none,none,,"In the Greek the 'crow' (or, rather, korax, the 'raven') appears to have been an actual part of the chest, presumably a bar of black metal with a bend at one end, shaped like an English crow bar."
468,2,3,THE BRIDE AND THE TWO GROOMS,"There were two young men who both wanted to marry the same girl. The well-off young man won the prize, since the poor man had nothing more to offer than his good name and good looks. When the appointed wedding day arrived, the grief-stricken lover was unable to endure the heartbreak and hid himself away in his country home just outside the city. This poor man's home happened to be located quite near the rich man's opulent manor, the future home of that young bride who was now about to leave her mother's care forever (the groom's house in the city had not seemed sufficiently large for the occasion). The wedding procession unfolded, with a large crowd of guests in attendance and Hymen, the god of marriage, leading the way, the wedding torch in his hand. There was also a donkey standing at the threshold of the gate, who was regularly put out for hire by the poor man, his owner, and it just so happened that the family of the bride had decided to hire this very donkey so that the bride would not bruise her feet on the rough road. At this moment, Venus, the goddess of love, showed her compassion: the clouds in the sky were tossed by the winds and a crack of thunder shook the heavens. As grim night descended with a dense downpour of rain, the light was snatched from everyone's eyes and the terrified party guests were pelted with hail as they scattered in all directions. While everyone ran in search of shelter from the storm, the donkey scampered under a familiar roof that he found nearby, and announced his arrival with a loud 'hee-haw.' The household slaves came running up and were amazed to see a beautiful young woman in the wagon. They then went to inform their master, who was reclining with a few of his friends at the table, trying to cheer his broken heart with one cup of wine after another. When the man heard what had happened, he rejoiced at this unexpected pleasure. Incited now by both Bacchus and Venus, the man joyfully completed the wedding ceremony, applauded by his companions. Meanwhile, the family of the bride sent the town crier to look for her, while the erstwhile groom lamented his runaway bride. When the turn of events became known to the general public, they all praised the good will of the gods.",2,none,none,none,,none,none,none,none,none,,"There is a promythium appended to the fable in Perotti's Appendix: 'The fable shows that fortune can occasionally bestow favours that exceed a person's hopes and expectations.' Bacchus was the Roman equivalent of Dionysus, the Greek god of wine."
469,2,3,THE FARMER AND THE GODDESS FORTUNE,"A farmer had started turning the earth with his plow when he saw a treasure suddenly spring into view from the depths of the furrow. His spirit soared as he abandoned the lowly plow and drove his oxen off to better pastures. He immediately built an altar to the earth goddess Tellus, worshipping her for having happily bestowed on him the wealth that had been buried inside her. While the farmer was rejoicing in his new circumstances, the goddess Fortuna was indignant that he had not considered her equally worthy of incense and offerings. She thus appeared to the man and gave him this warning about the future: 'Instead of making an offering of your new-found wealth in my temple, you are sharing it with all the other gods. Yet when your gold is stolen and you are stricken with grief, then you will turn to me first of all in your despair and deprivation!'",1,"Instead of making an offering of your new-found wealth in my temple, you are sharing it with all the other gods. Yet when your gold is stolen and you are stricken with grief, then you will turn to me first of all in your despair and deprivation!",12,0,4,Fortuna,none,none,none,none,,"Fortuna is the Roman goddess of luck. Tellus, a Latin word for 'earth' is equivalent to the Greek goddess Ge or Gaia."
470,2,3,THE GODDESS FORTUNE AND THE MAN BY THE WELL,"A workman had thoughtlessly fallen asleep one night next to a well. While he slept, he seemed to hear the voice of Tyche, the goddess of fortune, as she stood there beside him. 'Hey you,' the goddess said, 'you'd better wake up! I am afraid that if you fall into the well, I will be the one that people blame, giving me a bad reputation. In general, people blame me for everything that happens to them, including the unfortunate events and tumbles for which a person really has only himself to blame.'",5,"Hey you, you'd better wake up! I am afraid that if you fall into the well, I will be the one that people blame, giving me a bad reputation. In general, people blame me for everything that happens to them, including the unfortunate events and tumbles for which a person really has only himself to blame",2,1,2,Tyche,none,none,none,none,,The name of the Greek goddess 'Tyche' means 'luck' or 'fortune.'
471,2,3,THE MAN AND THE HERO,"A man kept a hero shrine in his house and made expensive sacrifices to it. Since he was constantly paying out money and spending great sums on the offerings, the god came to him one night and said: 'Look here, stop squandering your wealth: if you spend everything and become poor, you'll put the blame on me!'",6,"Look here, stop squandering your wealth: if you spend everything and become poor, you'll put the blame on me!",9,1,2,the god,none,"Likewise, when people suffer misfortune because of their own foolishness, 
        they often blame the gods.",9,1,,"The spirits of dead heroes were the object of devotional cult in ancient Greece (in The Republic 427b, Plato divides divine worship into three categories: gods, daemons, and heroes, in that order)."
472,2,3,THE MAN AND THE ORACLE,"A wicked man had gone to visit Apollo in Delphi, wanting to test the god. He took a sparrow in one hand, concealing it with his cloak, and then stood by the oracle and inquired of the god, 'Apollo, the thing that I am carrying in my hand: is it living, or is it dead?' The man planned to show the sparrow alive if the god said 'dead,' and if the god said 'living,' he would strangle the sparrow immediately and present the dead bird. But the god recognized the man's evil purpose, and said, 'Listen, do whatever you want: it is entirely up to you whether you will show me something living or dead!'",4,"Listen, do whatever you want: it is entirely up to you whether you will show me something living or dead!",2,5,4,Apollo,none,The fable shows that the divine gods cannot be tricked or deceived.,9,1,,Delphi was the site of Apollo's main oracle in Greece.
473,2,3,THE FARMER AND HIS MATTOCK,"A farmer had lost his mattock while digging in the vineyard. He checked to see if any of the bystanders had taken it, but each of them denied it. Not knowing what to do, he brought everyone to the city, intending to make them swear a solemn oath (country folk being convinced that only simple-minded gods live in the countryside, unlike the real gods who live inside the city walls, observing everything that happens). They entered through the city gates and put down their packs in order to wash their feet at a well. Then they heard a herald shouting that a thousand drachmas was being offered as a reward for information about property which had been stolen from the god. When the farmer heard this, he said, 'I have come on a fool's errand! How can this god know anything about other thieves, when he can't even find the crooks who stole his own stuff. A god -- but he has to offer a reward to find out if any human being knows what happened!'",6,"I have come on a fool's errand! How can this god know anything about other thieves, when he can't even find the crooks who stole his own stuff. A god -- but he has to offer a reward to find out if any human being knows what happened!",5,0,4,the farmer,none,none,none,none,,
474,2,3,"THE MAN, HERMES AND THE AXES","A man was chopping wood by a certain river when he dropped his axe and it was carried away by the current. The man then sat down on the riverbank and began to weep. The god Hermes finally took pity on the man and appeared before him. When Hermes learned the reason for his sorrow, he brought up a golden axe and asked whether that was the man's axe. The man said that it was not his. A second time, Hermes brought up a silver axe, and again asked the man if this was the axe he had lost but the man said that it was not. The third time Hermes brought up the axe that the man had lost and when the man recognized his axe, Hermes rewarded the man's honesty by giving all of the axes to him as a gift. The man took the axes and went to tell his friends what had happened. One of the men was jealous and wanted to do the same thing, so he took his axe and went to the river. He began chopping some wood and then intentionally let his axe fall into the whirling waters. As he was weeping, Hermes appeared and asked him what had happened, and the man said that he had lost his axe. When Hermes brought up the golden axe and asked the man if that was the axe he had lost, the greedy man got excited and said that it was the one. Not only did the man fail to receive any gifts from the god, he didn't even retrieve his own axe.",1,that was the one,none,individual,,the greedy man,none,"The fable shows that the gods are sympathetic to honest people and 
        hostile to people who are liars.",6,1,,
475,2,3,HERMES AND TIRESIAS,"Hermes wanted to test Tiresias's prophetic power, so the god stole some of Tiresias' cattle from the pasture. He then assumed human form and went to the city in order to pay Tiresias a visit. When Tiresias was told about the loss of his cattle, he took Hermes with him and they went out together to seek an auspice regarding the theft. Tiresias asked Hermes to tell him about any sign from the birds that he happened to see. The first sign Hermes saw was an eagle flying from the left to the right, and he reported this to Tiresias. Tiresias said that this didn't have anything to do with the cattle. Next, Hermes saw a crow sitting on a tree who first looked up and then looked down towards the ground. Hermes reported this observation to the soothsayer and at this point Tiresias declared, 'Yes, that crow is swearing by both Heaven and Earth that I could get my cattle back... if you were willing to cooperate!'",1,"Yes, that crow is swearing by both Heaven and Earth that I could get my cattle back... if you were willing to cooperate!",3,4,3,Tiresias,none,This fable can be used for a man who is a thief.,10,3,0,"Tiresias was a legendary prophet who was able to interpret the signs of the gods, such as the flight of birds and other natural portents, but because he was blind, his interpretation of the signs depended on hearing reports from sighted persons, as in this fable."
476,2,3,THE TRAVELLER AND HERMES,"A traveller who needed to make a long journey vowed that if he found anything, he would give half of it to Hermes. When he came across a bag full of dates and almonds he grabbed the bag and ate the almonds and dates. He then placed the pits of the dates and the shells of the almonds upon an altar and said 'You have what was promised you, O Hermes: I have saved the outsides and the insides for you!'",2,"You have what was promised you, O Hermes: I have saved the outsides and the insides for you!",7,0,4,traveller,none,"The fable can be used for a money-grubbing man who is so greedy that 
        he even tries to trick the gods.",9,3,0,
477,2,3,THE SICK MAN AND THE GODS,"A poor man had fallen sick, so he prayed to the gods and vowed 'If I recover my health, I will sacrifice a hundred oxen in your honour.' The gods wanted to test whether the man was telling the truth, so they granted his prayer and the man recovered from his sickness. When the man was well again, he did not have any oxen that he could sacrifice, so he made a hundred oxen out of dough and burned them on the altar, saying, 'O supernatural beings, behold, I have fulfilled my vow.' The gods wanted to pay him back for having tricked them, so they stood at the head of his bed in a dream and said, 'Go to the beach, in such-and-such a place, and you will find there a hundred talents of gold.' The man woke up, filled with joy, and went running down to the designated place to look for the gold. When he got there, he fell into the hands of pirates and was taken captive. The man pleaded with the pirates and said, 'Just let me go and I will give you a thousand talents of gold!'",1,Just let me go and I will give you a thousand talents of gold,12,5,4,sick man,none,The story shows that the gods hate liars.,6,0,,"In another version of this fable, the man is sold by the pirates for the same amount of money promised to the man by the gods. These oxen made out of dough resemble the proverbial 'Locrian bull,' a sacrificial bull which the Locrians made out of wood and offered in place of a real one (Erasmus, Adages 2.8.62)."
478,3,0,THE SICK MAN AND HIS WIFE,"A poor man had taken ill and was in very bad shape. When the doctors had given up hope, since he didn't have anything he could pay with, the man called upon the gods and vowed “O you great and radiant divinities, if you restore my health, I will bring a hundred oxen to you as a sacrifice.” His wife then asked him, “Where are you going to get a hundred oxen from, if you get well?” The man said to her, “And do you suppose I am going to ever get out of this bed so that the gods will be able to demand payment?”",1,And do you suppose I am going to ever get out of this bed so that the gods will be able to demand payment?,9,0,4,sick man,none,"The story shows that people are often quick to make promises, but they do not really expect to carry them out.",0,0,,
479,3,0,THE RAVEN AND HERMES,"A raven who had been caught in a snare prayed to Apollo, promising that he would make an offering of frankincense if Apollo would rescue him from the snare. The raven escaped, but he forgot about his vow. Later on he was caught in another snare, but he ignored Apollo this time and instead vowed a sacrifice to Hermes. Hermes then said to the bird, 'You wretched creature! How can I trust you, when you betrayed your former master?'",5,"You wretched creature! How can I trust you, when you betrayed your former master?",2,1,2,Hermes,none,none,none,none,,
480,3,0,THE SHIPWRECKED MAN AND ATHENA,"A wealthy Athenian was making a sea voyage with some companions. A terrible storm blew up and the ship capsized. All the other passengers started to swim, but the Athenian kept praying to Athena, making all kinds of promises if only she would save him. Then one of the other shipwrecked passengers swam past him and said, 'While you pray to Athena, start moving your arms!'",2,"While you pray to Athena, start moving your arms!",12,0,4,shipwrecked passenger,none,"So too we should think of ourselves and do something on our own in 
        addition to praying to the gods. The fable shows that it is better to 
        gain the favour of the gods by our own efforts than to fail to take care 
        of ourselves and be rescued by supernatural powers. When disaster comes 
        upon us, we should make every possible effort on our own behalf and only 
        then ask for divine assistance.",0,4,,
481,3,0,HERACLES AND THE DRIVER,"An ox-driver was bringing his wagon from town and it fell into a steep ditch. The man should have pitched in and helped, but instead he stood there and did nothing, praying to Heracles, who was the only one of the gods whom he really honoured and revered. The god appeared to the man and said, 'Grab hold of the wheels and goad the oxen: pray to the gods only when you're making some effort on your own behalf; otherwise, your prayers are wasted!'",3,"Grab hold of the wheels and goad the oxen: pray to the gods only when you're making some effort on your own behalf; otherwise, your prayers are wasted!",0,0,4,Heracles,none,none,none,none,,
482,3,0,"THE MAN, THE FLEA AND HERACLES","A flea once jumped up onto a man's foot and sat there. The man called upon Heracles to aid him in his struggle. When the flea finally jumped off, the man groaned and said, 'O Heracles, if you refused to help me to defeat this flea, how will you exert yourself on my behalf against more powerful enemies?'",3,"O Heracles, if you refused to help me to defeat this flea, how will you exert yourself on my behalf against more powerful enemies?",8,4,3,the man,none,"The story shows that we should not call upon the gods in trivial affairs 
        but only in dire necessity.",6,0,,"This motif was proverbial: 'calling on the gods because of the bite of a flea' (see Erasmus, Adages 3.4.4). In other versions of this story (included in Chambry's first edition of the Greek fables), the man is said to be an athlete who expects Heracles to help him defeat his competitors."
483,3,0,APHRODITE AND THE SLAVE-WOMAN,"A man was in love with an ugly, wicked slave-woman from his own household and was quick to give her whatever she asked for. This slave-woman, bedecked with gold and trailing a delicate purple robe around her legs, would pick fights with the master's wife at every opportunity. It was Aphrodite, the goddess of love and beauty, whom she regarded as the cause of her good fortune, so she lit lamps in the goddess's honour, sacrificing, praying, begging, and beseeching her every single day. Finally the goddess came to the couple as they were sleeping. She appeared to the slave-woman in a dream and said, 'Do not give thanks to me; I certainly did not make you beautiful! Indeed, I am furious that this man would even think you were worth looking at.'",2,"Do not give thanks to me; I certainly did not make you beautiful! Indeed, I am furious that this man would even think you were worth looking at",8,1,2,Aphrodite,none,none,none,none,,An epimythium probably added by a later editor reads: 'Only a man who is out of his mind and hated by the gods delights in ugly things as if they were beautiful.'
484,3,0,THE POOR MAN AND DEATH,"A poor man was carrying a load of wood on his shoulders. After a while he was feeling faint, so he sat down by the side of the road. Putting aside his burden, he bitterly called out to Death, summoning Death with the words 'O Death!' Death immediately showed up and said to the man, 'Why have you summoned me?' The man said, 'Oh, just to have you help me pick this burden up off the ground!'",1,"Oh, just to have you help me pick this burden up off the ground!",1,2,4,Poor Man,none,"The fable shows that everyone clings to life, even if they suffer from 
        affliction and oppression.",9,1,,"In other versions of this fable (Chambry 78), the protagonist is an 'old man,' rather than a 'poor man.'"
485,3,0,THE ORACLE OF APOLLO,"'I beseech you, reveal the way that is best for us, O Phoebus Apollo, you who dwell in Delphi and have your home on fair Parnassus.' At these words, the hair on the head of the consecrated priestess of the oracle suddenly stood on end, the tripods began to shake, and the roar of Religion boomed from the inner shine, while the laurels trembled and the day itself grew pale. Struck by the god, the Pythian priestess uttered these words, 'Listen, O nations, to the counsels of Apollo, the god of Delos: abide in piety; make good your promises to the gods in heaven; defend with military might your homeland and your parents, your children and your faithful wives; drive the enemy away with the sword; sustain your friends and be kind to the victims of misfortune; give aid to honest people and oppose lying scoundrels; avenge acts of crime and rebuke the wicked; punish all those who pollute the marriage bed with perverted adultery; watch out for evil-doers and trust no one too much.' Having pronounced these words, the virgin priestess fell into a raging frenzy -- and she was truly enraged, since her words had been spoken in vain.",4,"Listen, O nations, to the counsels of Apollo, the god of Delos: abide in piety; make good your promises to the gods in heaven; defend with military might your homeland and your parents, your children and your faithful wives; drive the enemy away with the sword; sustain your friends and be kind to the victims of misfortune; give aid to honest people and oppose lying scoundrels; avenge acts of crime and rebuke the wicked; punish all those who pollute the marriage bed with perverted adultery; watch out for evil-doers and trust no one too much",2,0,4,Pythian priestess,none,none,none,none,,"Delphi is located on the slopes of Mount Parnassus, and the priestess of Apollo at Delphi is called the 'Pythia.' The laurel is a plant sacred to Apollo, and Delos was the island where he was born."
486,3,0,THE DRIVER AND THE DONKEY ON THE CLIFF,"A donkey had turned aside from the main road and was heading for a cliff. The driver shouted at him, 'Where are you going, you wretched beast?' He grabbed hold of the donkey's tail and tried to drag him back from the cliff, but the donkey did not stop and instead kept going forward. So the man pushed the donkey even harder than he had pulled him back and said, 'Go ahead then! You can take the worthless victor's crown in this damned contest.'",6,Go ahead then! You can take the worthless victor's crown in this damned contest,1,0,4,driver,none,The fable criticizes people who are destroyed by their own stupidity.,0,1,,
487,3,0,THE SWALLOW AND THE OTHER BIRDS,"Some birds who had flocked together saw a man sowing flax seed but they thought nothing of it. The swallow, however, understood what this meant. She called an assembly of the birds and explained that this was an altogether dangerous situation, but the other birds just laughed at her. When the flax seed sprouted, the swallow warned the birds again, 'This is something dangerous; let's go and pull it up. If it is allowed to grow, people will make it into nets and we will not able to escape the traps that they devise.' The birds mocked the swallow's words and scorned her advice. So the swallow went to the people and began to make her nest only under the roofs of their houses. Meanwhile, the other birds refused to heed the swallow's warnings, so now they are constantly being trapped in nets and snares.",3,"This is something dangerous; let's go and pull it up. If it is allowed to grow, people will make it into nets and we will not able to escape the traps that they devise",6,4,3,swallow,none,none,none,none,,
488,3,0,THE OWL AND THE OTHER BIRDS,"Since the owl was a wise bird, she advised the other birds when the first oak tree sprouted that they should not allow it to grow. If they didn't uproot the tree at all costs, it would produce an inescapable substance, birdlime, that would bring about their death and destruction. Later on, when the people began to sow flaw, the owl told the birds that they should pluck out the flax seed, since it was also going to wreak havoc on the birds. The third time the owl saw a man with a bow and she said that the man would overtake them with their own feathers: although the man walked on foot he would be able to launch arrows with wings. Each time the birds refused to heed the owl's advice. They acted as if she were crazy and said she was out of her mind. As things turned out, the birds discovered, much to their surprise, that the owl had been right all along. Therefore, whenever any other bird encounters the owl, they now treat her with reverence, as if she were an expert in everything. But the owl does not give them advice any more; she only complains.",0,none,none,none,,none,none,none,none,none,,"Perry also includes a second passage from Dio Chrysostom (Orations 72) which includes this same story. For a fable about a bird being shot by his own feathers, see Fable 43."
